"Town","FIPS","Year","Measure Type","Variable","Value"
"Columbia","0901316400","2012-2016","Number","Margins of Error",115
"Columbia","0901316400","2013-2017","Number","Total Households",2114
"Columbia","0901316400","2013-2017","Number","Margins of Error",104
"Connecticut","09","2006-2010","Number","Total Households",1359218
"Connecticut","09","2006-2010","Number","Margins of Error",2943
"Connecticut","09","2007-2011","Number","Total Households",1360115
"Connecticut","09","2007-2011","Number","Margins of Error",3316
"Connecticut","09","2008-2012","Number","Total Households",1360184
"Connecticut","09","2008-2012","Number","Margins of Error",3254
"Connecticut","09","2009-2013","Number","Total Households",1355849
"Connecticut","09","2009-2013","Number","Margins of Error",3506
"Connecticut","09","2010-2014","Number","Total Households",1356206
"Connecticut","09","2010-2014","Number","Margins of Error",2983
"Connecticut","09","2011-2015","Number","Total Households",1352583
"Connecticut","09","2011-2015","Number","Margins of Error",3661
"Connecticut","09","2012-2016","Number","Total Households",1354713
"Connecticut","09","2012-2016","Number","Margins of Error",3509
"Connecticut","09","2013-2017","Number","Total Households",1361755
"Connecticut","09","2013-2017","Number","Margins of Error",3669
"Cornwall","0900517240","2006-2010","Number","Total Households",678
"Cornwall","0900517240","2006-2010","Number","Margins of Error",51
"Cornwall","0900517240","2007-2011","Number","Total Households",618
"Cornwall","0900517240","2007-2011","Number","Margins of Error",57
"Cornwall","0900517240","2008-2012","Number","Total Households",599
"Cornwall","0900517240","2008-2012","Number","Margins of Error",57
"Cornwall","0900517240","2009-2013","Number","Total Households",624
"Cornwall","0900517240","2009-2013","Number","Margins of Error",47
"Cornwall","0900517240","2010-2014","Number","Total Households",621
"Cornwall","0900517240","2010-2014","Number","Margins of Error",50
"Cornwall","0900517240","2011-2015","Number","Total Households",568
"Cornwall","0900517240","2011-2015","Number","Margins of Error",54
"Cornwall","0900517240","2012-2016","Number","Total Households",593
"Cornwall","0900517240","2012-2016","Number","Margins of Error",55
"Cornwall","0900517240","2013-2017","Number","Total Households",569
"Cornwall","0900517240","2013-2017","Number","Margins of Error",60
"Coventry","0901317800","2006-2010","Number","Total Households",4767
"Coventry","0901317800","2006-2010","Number","Margins of Error",161
"Coventry","0901317800","2007-2011","Number","Total Households",4706
"Coventry","0901317800","2007-2011","Number","Margins of Error",140
"Coventry","0901317800","2008-2012","Number","Total Households",4653
"Coventry","0901317800","2008-2012","Number","Margins of Error",166
"Coventry","0901317800","2009-2013","Number","Total Households",4732
"Coventry","0901317800","2009-2013","Number","Margins of Error",185
"Coventry","0901317800","2010-2014","Number","Total Households",4781
"Coventry","0901317800","2010-2014","Number","Margins of Error",171
"Coventry","0901317800","2011-2015","Number","Total Households",4580
"Coventry","0901317800","2011-2015","Number","Margins of Error",183
"Coventry","0901317800","2012-2016","Number","Total Households",4707
"Coventry","0901317800","2012-2016","Number","Margins of Error",195
"Coventry","0901317800","2013-2017","Number","Total Households",4710
"Coventry","0901317800","2013-2017","Number","Margins of Error",205
"Cromwell","0900718080","2006-2010","Number","Total Households",5449
"Cromwell","0900718080","2006-2010","Number","Margins of Error",276
"Cromwell","0900718080","2007-2011","Number","Total Households",5733
"Cromwell","0900718080","2007-2011","Number","Margins of Error",173
"Cromwell","0900718080","2008-2012","Number","Total Households",5544
"Cromwell","0900718080","2008-2012","Number","Margins of Error",200
"Cromwell","0900718080","2009-2013","Number","Total Households",5446
"Cromwell","0900718080","2009-2013","Number","Margins of Error",210
"Cromwell","0900718080","2010-2014","Number","Total Households",5501
"Cromwell","0900718080","2010-2014","Number","Margins of Error",252
"Cromwell","0900718080","2011-2015","Number","Total Households",5456
"Cromwell","0900718080","2011-2015","Number","Margins of Error",229
"Cromwell","0900718080","2012-2016","Number","Total Households",5631
"Cromwell","0900718080","2012-2016","Number","Margins of Error",238
"Cromwell","0900718080","2013-2017","Number","Total Households",5769
"Cromwell","0900718080","2013-2017","Number","Margins of Error",302
"Danbury","0900118500","2006-2010","Number","Total Households",29552
"Danbury","0900118500","2006-2010","Number","Margins of Error",601
"Danbury","0900118500","2007-2011","Number","Total Households",29465
"Danbury","0900118500","2007-2011","Number","Margins of Error",751
"Danbury","0900118500","2008-2012","Number","Total Households",29344
"Danbury","0900118500","2008-2012","Number","Margins of Error",614
"Danbury","0900118500","2009-2013","Number","Total Households",29358
"Danbury","0900118500","2009-2013","Number","Margins of Error",689
"Danbury","0900118500","2010-2014","Number","Total Households",29046
"Danbury","0900118500","2010-2014","Number","Margins of Error",541
"Danbury","0900118500","2011-2015","Number","Total Households",28894
"Danbury","0900118500","2011-2015","Number","Margins of Error",639
"Danbury","0900118500","2012-2016","Number","Total Households",29426
"Danbury","0900118500","2012-2016","Number","Margins of Error",662
"Danbury","0900118500","2013-2017","Number","Total Households",29692
"Danbury","0900118500","2013-2017","Number","Margins of Error",629
"Darien","0900118850","2006-2010","Number","Total Households",6713
"Darien","0900118850","2006-2010","Number","Margins of Error",145
"Darien","0900118850","2007-2011","Number","Total Households",6557
"Darien","0900118850","2007-2011","Number","Margins of Error",167
"Darien","0900118850","2008-2012","Number","Total Households",6627
"Darien","0900118850","2008-2012","Number","Margins of Error",177
"Darien","0900118850","2009-2013","Number","Total Households",6493
"Darien","0900118850","2009-2013","Number","Margins of Error",203
"Darien","0900118850","2010-2014","Number","Total Households",6556
"Darien","0900118850","2010-2014","Number","Margins of Error",177
"Darien","0900118850","2011-2015","Number","Total Households",6555
"Darien","0900118850","2011-2015","Number","Margins of Error",151
"Darien","0900118850","2012-2016","Number","Total Households",6618
"Darien","0900118850","2012-2016","Number","Margins of Error",172
"Darien","0900118850","2013-2017","Number","Total Households",6703
"Darien","0900118850","2013-2017","Number","Margins of Error",147
"Deep River","0900719130","2006-2010","Number","Total Households",1893
"Deep River","0900719130","2006-2010","Number","Margins of Error",109
"Deep River","0900719130","2007-2011","Number","Total Households",1846
"Deep River","0900719130","2007-2011","Number","Margins of Error",110
"Deep River","0900719130","2008-2012","Number","Total Households",1881
"Deep River","0900719130","2008-2012","Number","Margins of Error",131
"Deep River","0900719130","2009-2013","Number","Total Households",1918
"Deep River","0900719130","2009-2013","Number","Margins of Error",120
"Deep River","0900719130","2010-2014","Number","Total Households",1882
"Deep River","0900719130","2010-2014","Number","Margins of Error",118
"Deep River","0900719130","2011-2015","Number","Total Households",1917
"Deep River","0900719130","2011-2015","Number","Margins of Error",116
"Deep River","0900719130","2012-2016","Number","Total Households",1902
"Deep River","0900719130","2012-2016","Number","Margins of Error",104
"Deep River","0900719130","2013-2017","Number","Total Households",1922
"Deep River","0900719130","2013-2017","Number","Margins of Error",88
"Derby","0900919550","2006-2010","Number","Total Households",4974
"Derby","0900919550","2006-2010","Number","Margins of Error",349
"Derby","0900919550","2007-2011","Number","Total Households",5187
"Derby","0900919550","2007-2011","Number","Margins of Error",330
"Derby","0900919550","2008-2012","Number","Total Households",5195
"Derby","0900919550","2008-2012","Number","Margins of Error",303
"Derby","0900919550","2009-2013","Number","Total Households",5088
"Derby","0900919550","2009-2013","Number","Margins of Error",284
"Derby","0900919550","2010-2014","Number","Total Households",4972
"Derby","0900919550","2010-2014","Number","Margins of Error",300
"Derby","0900919550","2011-2015","Number","Total Households",4911
"Derby","0900919550","2011-2015","Number","Margins of Error",319
"Derby","0900919550","2012-2016","Number","Total Households",4949
"Derby","0900919550","2012-2016","Number","Margins of Error",317
"Derby","0900919550","2013-2017","Number","Total Households",4919
"Derby","0900919550","2013-2017","Number","Margins of Error",307
"Durham","0900720810","2006-2010","Number","Total Households",2560
"Durham","0900720810","2006-2010","Number","Margins of Error",111
"Durham","0900720810","2007-2011","Number","Total Households",2526
"Durham","0900720810","2007-2011","Number","Margins of Error",121
"Durham","0900720810","2008-2012","Number","Total Households",2589
"Durham","0900720810","2008-2012","Number","Margins of Error",120
"Durham","0900720810","2009-2013","Number","Total Households",2547
"Durham","0900720810","2009-2013","Number","Margins of Error",138
"Durham","0900720810","2010-2014","Number","Total Households",2582
"Durham","0900720810","2010-2014","Number","Margins of Error",155
"Durham","0900720810","2011-2015","Number","Total Households",2594
"Durham","0900720810","2011-2015","Number","Margins of Error",177
"Durham","0900720810","2012-2016","Number","Total Households",2650
"Durham","0900720810","2012-2016","Number","Margins of Error",181
"Durham","0900720810","2013-2017","Number","Total Households",2664
"Durham","0900720810","2013-2017","Number","Margins of Error",158
"East Granby","0900322070","2006-2010","Number","Total Households",2005
"East Granby","0900322070","2006-2010","Number","Margins of Error",93
"East Granby","0900322070","2007-2011","Number","Total Households",2021
"East Granby","0900322070","2007-2011","Number","Margins of Error",106
"East Granby","0900322070","2008-2012","Number","Total Households",2129
"East Granby","0900322070","2008-2012","Number","Margins of Error",97
"East Granby","0900322070","2009-2013","Number","Total Households",2144
"East Granby","0900322070","2009-2013","Number","Margins of Error",77
"East Granby","0900322070","2010-2014","Number","Total Households",2131
"East Granby","0900322070","2010-2014","Number","Margins of Error",98
"East Granby","0900322070","2011-2015","Number","Total Households",2145
"East Granby","0900322070","2011-2015","Number","Margins of Error",92
"East Granby","0900322070","2012-2016","Number","Total Households",2132
"East Granby","0900322070","2012-2016","Number","Margins of Error",97
"East Granby","0900322070","2013-2017","Number","Total Households",2117
"East Granby","0900322070","2013-2017","Number","Margins of Error",101
"East Haddam","0900722280","2006-2010","Number","Total Households",3600
"East Haddam","0900722280","2006-2010","Number","Margins of Error",158
"East Haddam","0900722280","2007-2011","Number","Total Households",3546
"East Haddam","0900722280","2007-2011","Number","Margins of Error",159
"East Haddam","0900722280","2008-2012","Number","Total Households",3580
"East Haddam","0900722280","2008-2012","Number","Margins of Error",177
"East Haddam","0900722280","2009-2013","Number","Total Households",3462
"East Haddam","0900722280","2009-2013","Number","Margins of Error",164
"East Haddam","0900722280","2010-2014","Number","Total Households",3500
"East Haddam","0900722280","2010-2014","Number","Margins of Error",193
"East Haddam","0900722280","2011-2015","Number","Total Households",3453
"East Haddam","0900722280","2011-2015","Number","Margins of Error",178
"East Haddam","0900722280","2012-2016","Number","Total Households",3541
"East Haddam","0900722280","2012-2016","Number","Margins of Error",158
"East Haddam","0900722280","2013-2017","Number","Total Households",3597
"East Haddam","0900722280","2013-2017","Number","Margins of Error",164
"East Hampton","0900722490","2006-2010","Number","Total Households",4506
"East Hampton","0900722490","2006-2010","Number","Margins of Error",238
"East Hampton","0900722490","2007-2011","Number","Total Households",4789
